ID,Rank,TOP_BLUE_Champ,JG_BLUE_Champ,MID_BLUE_Champ,BOT_BLUE_Champ,SUP_BLUE_Champ,TOP_RED_Champ,JG_RED_Champ,MID_RED_Champ,BOT_RED_Champ,SUP_RED_Champ,Blue_Win,Red_Win
4229134834,platinum,Renekton,Ekko,Pantheon,Jhin,Yuumi,Camille,Nunu & Willump,Karthus,Zeri,Xerath,True,False
4228382624,diamond,Garen,Hecarim,Veigar,Zeri,Karma,Sylas,Lee Sin,Viktor,Jhin,Renata Glasc,False,True
4227987911,diamond,Jayce,Nunu & Willump,Soraka,Jhin,Brand,Malphite,Kindred,Veigar,Kalista,Pyke,False,True
4228013481,diamond,Renekton,Lee Sin,Katarina,Kai'Sa,Zilean,Sett,Viego,Singed,Lucian,Soraka,False,True
4227990770,platinum,Darius,Graves,Karma,Lucian,Soraka,Jax,Ekko,Xin Zhao,Tristana,Blitzcrank,True,False
4225517458,platinum,Darius,Graves,Corki,Caitlyn,Karma,Malphite,Vi,Irelia,Jinx,Yuumi,False,True
4225514019,diamond,Kha'Zix,Ekko,Qiyana,Swain,Nautilus,Shen,Trundle,Karma,Jinx,Senna,False,True
4223418714,diamond,Graves,Rek'Sai,Ivern,Jinx,Soraka,Sett,Master Yi,Fizz,Zeri,Pyke,False,True
4222926399,diamond,Irelia,Graves,Ekko,Kai'Sa,Janna,Darius,Zac,Vex,Jinx,Lulu,True,False
4222930617,platinum,Tryndamere,Ekko,Yone,Ashe,Nami,Kennen,Hecarim,Ryze,Lucian,Karma,False,True
4222360278,diamond,Gwen,Vi,Diana,Caitlyn,Braum,Sion,Olaf,Ahri,Zeri,Soraka,True,False
4222293378,diamond,Cho'Gath,Karthus,Ahri,Xayah,Karma,Teemo,Xin Zhao,Veigar,Caitlyn,Blitzcrank,True,False
4222006562,diamond,Trundle,Kayn,Talon,Vayne,Yuumi,Fiora,Shaco,Corki,Ashe,Lulu,True,False
4221925387,platinum,Jax,Ekko,Katarina,Jinx,Lulu,Gnar,Graves,Ahri,Ezreal,Senna,False,True
4219675930,diamond,,,,,,,,,,,True,False
4219663203,diamond,,,,,,,,,,,True,False
4219497489,platinum,,,,,,,,,,,True,False
4219515444,platinum,,,,,,,,,,,True,False
4219482816,master,,,,,,,,,,,True,False
4219139691,platinum,,,,,,,,,,,True,False
4214642184,platinum,Skarner,Evelynn,Orianna,Jinx,Lulu,Graves,Xin Zhao,Viktor,Senna,Soraka,False,True
4214387274,platinum,Garen,Kayn,Fizz,Kai'Sa,Nautilus,Gnar,Hecarim,Soraka,Ashe,Lulu,False,True
4213563447,platinum,Volibear,Kayn,Akshan,Veigar,Lux,Aatrox,Xin Zhao,Vladimir,Zeri,Lulu,False,True
4213270092,diamond,Kled,Zac,Kassadin,Senna,Zilean,Singed,Vi,Anivia,Ezreal,Lulu,True,False
4213206567,diamond,Singed,Diana,Talon,Caitlyn,Lulu,Urgot,Warwick,Yasuo,Miss Fortune,Leona,False,True
4212056653,diamond,Tryndamere,Ekko,Vladimir,Jhin,Sona,Darius,Nunu & Willump,Akali,Ezreal,Nami,False,True
4212093319,diamond,Illaoi,Graves,Cassiopeia,Tristana,Lulu,Tryndamere,Gwen,Jayce,Twitch,Yuumi,False,True
4207725490,master,Darius,Nunu & Willump,Tryndamere,Tristana,Zyra,Pantheon,Volibear,Seraphine,Twitch,Karma,True,False
4207668264,diamond,Quinn,Nocturne,Sylas,Ashe,Lulu,Kled,Graves,Heimerdinger,Jinx,Nami,True,False
4207176314,platinum,Jayce,Rek'Sai,Akali,Ezreal,Karma,Camille,Ekko,Ahri,Sivir,Lux,False,True
4207152503,diamond,Teemo,Rek'Sai,Qiyana,Jinx,Maokai,Garen,Lee Sin,Lux,Ashe,Gragas,True,False
4207117955,,Sion,Vi,Vel'Koz,Caitlyn,Taric,Shen,Kha'Zix,Lux,Jinx,Karma,False,True
4206419191,diamond,Darius,Gragas,Annie,Twitch,Soraka,,Diana,Akali,Ezreal,Lulu,True,False
4205159025,diamond,Ekko,Vi,Riven,Jinx,Yuumi,Aatrox,Shyvana,Tristana,Yasuo,Rakan,False,True
4205119846,diamond,Garen,Lillia,Malzahar,Veigar,Senna,Teemo,Nocturne,Corki,Vayne,Lulu,True,False
4205019478,platinum,Shyvana,Kha'Zix,Viktor,Caitlyn,Karma,Garen,Rek'Sai,Ahri,Twitch,Lulu,True,False
4205012435,diamond,Camille,Hecarim,Veigar,Jinx,Lulu,Graves,Vi,Viktor,Aphelios,Vel'Koz,False,True
4204170541,diamond,,Gwen,Ahri,Jinx,Thresh,Garen,Kayn,Yone,Vayne,Lulu,False,True
4204112088,diamond,Garen,Rek'Sai,Lissandra,Jinx,Lulu,Yasuo,Kayn,Kassadin,Seraphine,Blitzcrank,True,False
4204094613,platinum,Sion,Nidalee,Kassadin,Caitlyn,Pyke,Darius,Gragas,Twisted Fate,Jinx,Lulu,True,False
4203953311,platinum,Camille,Trundle,Sylas,Ezreal,Yuumi,Zilean,Hecarim,Ahri,Jhin,Lulu,True,False
4203916556,platinum,,Master Yi,Ahri,Vayne,Brand,Gwen,Fiddlesticks,Lissandra,Aphelios,Sona,True,False
4203452425,diamond,Teemo,Viego,Vex,Zeri,Maokai,Shen,Hecarim,Veigar,Caitlyn,Karma,False,True
4203189181,platinum,Garen,Viego,Veigar,Twitch,Maokai,Akshan,Hecarim,Annie,Draven,Lulu,True,False
4203216597,platinum,Camille,Kha'Zix,Aurelion Sol,Jhin,Janna,,Rek'Sai,Zed,Draven,Soraka,True,False
4202651885,diamond,Riven,Viego,Viktor,Jinx,Sona,Garen,Rek'Sai,Ziggs,Kai'Sa,Lulu,False,True
4202484640,diamond,Irelia,Nocturne,Garen,Kog'Maw,Soraka,Urgot,Kha'Zix,Yone,Ziggs,Rakan,False,True
4202327701,platinum,Darius,Nunu & Willump,LeBlanc,Caitlyn,Lux,Ornn,Lee Sin,Veigar,Jinx,Soraka,False,True
4202262755,platinum,Ornn,Viego,Fizz,Jinx,Sona,Poppy,Xin Zhao,Zoe,Aphelios,Soraka,True,False
4202081202,platinum,Akshan,Fiddlesticks,Corki,Aphelios,Nautilus,Vladimir,Ekko,Lux,Twitch,Lulu,False,True
4202025659,diamond,Irelia,Zac,Twisted Fate,Draven,Brand,Trundle,Shaco,Akshan,Ezreal,Lux,True,False
4201990078,master,Fiora,Viego,Corki,Vayne,Lulu,Sett,Ekko,Kayle,Zeri,Lux,False,True
4201323000,diamond,Yone,Ekko,Zed,Caitlyn,Janna,Renekton,Lee Sin,Karthus,Tristana,Lulu,True,False
4201204443,diamond,Gangplank,Elise,Lulu,Vayne,Leona,Rengar,Ekko,Zeri,Ezreal,Nautilus,True,False
4200171033,diamond,Teemo,Shaco,Zeri,Veigar,Janna,Pantheon,Lee Sin,Xerath,Jinx,Lulu,True,False
4199336553,platinum,Malphite,Master Yi,Yasuo,Ezreal,Nautilus,Graves,Diana,Talon,Jinx,Lulu,False,True
4255161270,platinum,Camille,Diana,Twitch,Veigar,Nautilus,Jax,Kindred,Karma,Jinx,Renata Glasc,True,False
4255137447,platinum,,Elise,Viktor,Kai'Sa,Sona,Aatrox,Kha'Zix,Heimerdinger,Ezreal,Janna,False,True
4255136036,platinum,Garen,Kindred,Kassadin,Kai'Sa,Renata Glasc,Kayle,Graves,Karma,Lucian,Nami,False,True
4255124660,,Fiora,Xin Zhao,Diana,Zeri,Sona,Darius,Ekko,Pantheon,Sivir,Karma,False,True
4255103612,platinum,Renekton,Master Yi,Fizz,Jinx,Sona,Aatrox,Lee Sin,Zoe,Ezreal,Yuumi,True,False
4255043442,platinum,Sion,Mordekaiser,Malzahar,Samira,Sona,Gragas,Diana,Yasuo,Draven,Nami,True,False
4255030127,platinum,Jax,Nidalee,Nunu & Willump,Lucian,Sona,Sett,Kayn,LeBlanc,Ezreal,Blitzcrank,False,True
4254572813,,Renekton,Evelynn,Diana,Xayah,Sona,Kled,Graves,Kai'Sa,Jinx,Bard,True,False
4254179710,platinum,Kled,Hecarim,Kai'Sa,Jhin,Sona,Malphite,Shyvana,Veigar,Zeri,Brand,False,True
4254159640,platinum,Sett,Xin Zhao,Kai'Sa,Caitlyn,Sona,Gangplank,Hecarim,Katarina,Jinx,Zilean,False,True
4254173626,platinum,Riven,Zed,Corki,Twitch,Sona,Aatrox,Shyvana,Cho'Gath,Jinx,Rell,False,True
4254143390,platinum,Irelia,Kha'Zix,Ziggs,Miss Fortune,Anivia,Volibear,Diana,Zed,Twitch,Sona,False,True
4254149945,platinum,Garen,Lee Sin,Veigar,Draven,Sona,Nasus,Fiddlesticks,Ahri,Caitlyn,Galio,True,False
4254081794,platinum,Jayce,Master Yi,LeBlanc,Xayah,Janna,Riven,Kayn,Viktor,Ezreal,Sona,False,True
4254050478,diamond,Darius,Lee Sin,Kayle,Ezreal,Sona,Brand,Viego,Annie,Lucian,Blitzcrank,True,False
4253992287,platinum,Rengar,Gwen,Malzahar,Lucian,,Jayce,Viego,Katarina,Jinx,Sona,False,True
4254000244,platinum,Irelia,Nocturne,Syndra,Kai'Sa,Nami,Tryndamere,Kayn,Ryze,Ashe,Thresh,False,True
4253573569,platinum,Gangplank,Lee Sin,Vladimir,Ezreal,Sona,Quinn,Warwick,Talon,Lux,Ashe,True,False
4253265875,platinum,Yone,Rengar,Syndra,Ashe,Vel'Koz,Renekton,Diana,Qiyana,Lucian,Sona,True,False
4253290848,platinum,Fiora,Master Yi,Veigar,Brand,Vex,Sett,Kayn,Lux,Jinx,Sona,False,True
4253271108,platinum,Aatrox,Hecarim,Veigar,Zeri,Nautilus,Mordekaiser,Kha'Zix,Corki,Kai'Sa,Sona,False,True
4253237537,platinum,Shen,Hecarim,Renekton,Viktor,Zyra,Kennen,Kayn,Yone,Kog'Maw,Sona,False,True
4253217949,platinum,Sion,Lee Sin,Vex,Ashe,Sona,Ornn,Diana,Yasuo,Caitlyn,Zilean,True,False
4253221754,platinum,Gangplank,Lee Sin,Lissandra,Jhin,Xerath,Sion,Sejuani,Sylas,Sivir,Zyra,False,True
4253164753,platinum,Camille,Hecarim,Ahri,Aphelios,Sona,Dr. Mundo,Shaco,Galio,Vayne,Lux,True,False
4253123300,platinum,Gangplank,Fiddlesticks,Kai'Sa,Jhin,Karma,Sett,Master Yi,Veigar,Twitch,Pyke,True,False
4253140244,diamond,Irelia,Master Yi,Zed,Pyke,Taric,Gangplank,Lee Sin,Ryze,Ezreal,Karma,True,False
4253060434,platinum,Illaoi,Kindred,Annie,Caitlyn,Lux,Gangplank,Zac,Kai'Sa,Zeri,Senna,False,True
4253014244,platinum,Gangplank,Evelynn,Talon,Samira,Thresh,Fiora,Kindred,Lux,Sivir,Yuumi,True,False
4252912366,platinum,Gangplank,Xin Zhao,Fizz,Jinx,Leona,Ezreal,Amumu,Azir,Veigar,Yuumi,True,False
4252854454,platinum,Gangplank,Amumu,Diana,Vayne,Rakan,Gragas,Hecarim,Qiyana,Zeri,Renata Glasc,False,True
4252779327,platinum,Jax,Kha'Zix,Ahri,Lucian,Yuumi,Rengar,Nunu & Willump,Vex,Jinx,Thresh,True,False
4252341259,,Gragas,Olaf,Qiyana,Kai'Sa,Karma,Aatrox,Hecarim,Annie,Aphelios,Nami,True,False
4252250277,platinum,Akali,Diana,Jayce,Ashe,Zyra,Lucian,Lee Sin,Kennen,Samira,Blitzcrank,True,False
4252212827,platinum,Akshan,Karthus,Twisted Fate,Kai'Sa,Leona,Irelia,Pantheon,Lux,Vayne,Zilean,False,True
4252161016,platinum,Aatrox,Lillia,Fizz,Caitlyn,Janna,Gangplank,Vi,Lucian,Jhin,Leona,True,False
4252110441,gold,Irelia,Darius,Corki,Caitlyn,Lux,Akshan,Talon,Anivia,Kai'Sa,Renata Glasc,True,False
4252054508,platinum,Rengar,Viego,Fizz,Ezreal,Zyra,Sett,Evelynn,Renekton,Samira,Alistar,True,False
4251969948,platinum,Vayne,Vi,Yasuo,Swain,Lux,Akali,Lee Sin,Sion,Samira,Thresh,True,False
4251882879,platinum,Riven,Kayn,Karthus,Zeri,Sett,Jax,Sejuani,Lux,Kai'Sa,Blitzcrank,False,True
4251657913,platinum,Gangplank,Viego,Pyke,Varus,Janna,Urgot,Kayn,Twisted Fate,Draven,Lulu,False,True
4250857177,platinum,Garen,Nocturne,Sylas,Aphelios,Zilean,Gangplank,Zac,Zed,Jhin,Lux,False,True
4250799337,platinum,Camille,Master Yi,Karthus,Sivir,Galio,Sett,Hecarim,Akali,Ezreal,Xerath,True,False
4250640392,platinum,Poppy,Lee Sin,Syndra,Zeri,Lux,Irelia,Amumu,Diana,Ezreal,Soraka,True,False
4249966460,,Illaoi,Kha'Zix,Vel'Koz,Xayah,Nautilus,Jayce,Diana,Irelia,Samira,Rell,False,True
4248504341,platinum,Urgot,Nunu & Willump,Ekko,Kai'Sa,Soraka,Aatrox,Viego,Zed,Jinx,Karma,True,False
4248499665,platinum,Kled,Viego,Yone,Jinx,Zyra,Gangplank,Trundle,Kog'Maw,Vayne,Thresh,True,False
4248449476,platinum,Irelia,Hecarim,Kennen,Zeri,Zyra,Sion,Shaco,Qiyana,Jhin,Nautilus,True,False
4248466264,platinum,Gnar,Viego,Ekko,Jinx,Blitzcrank,Jayce,Lee Sin,Anivia,Ezreal,Xerath,True,False
4248483037,platinum,Gangplank,Zac,Talon,Twitch,Nautilus,Volibear,Lillia,Viktor,Kai'Sa,Pyke,True,False
4248471534,platinum,Darius,Volibear,Cassiopeia,Samira,Pyke,Aatrox,Hecarim,Vel'Koz,Twitch,Yuumi,False,True
4248378614,platinum,Gangplank,Warwick,Karma,Jinx,Heimerdinger,Jax,Nocturne,Anivia,Caitlyn,Janna,False,True
4248391349,platinum,Gangplank,Elise,Ahri,Ezreal,Taric,Sion,Kindred,Vex,Jinx,Nautilus,True,False
4248329644,platinum,Gangplank,Kayn,Lux,Aphelios,Lulu,Gwen,Fiddlesticks,Cassiopeia,Yasuo,Rakan,True,False
4248319233,diamond,Kayle,Qiyana,Malzahar,Caitlyn,Soraka,Gangplank,Xin Zhao,Rumble,Kai'Sa,Janna,False,True
4248325959,platinum,Yone,Rengar,Yasuo,Miss Fortune,Yuumi,Gangplank,Amumu,Malzahar,Caitlyn,Senna,True,False
4248344411,platinum,Gangplank,Zac,Cassiopeia,Twitch,Renata Glasc,Sion,Warwick,Orianna,Ezreal,Karma,False,True
4248266347,platinum,Gangplank,Lee Sin,Ahri,Kai'Sa,Soraka,Garen,Nunu & Willump,Malzahar,Aphelios,Senna,False,True
4248132271,platinum,Ryze,Warwick,Yasuo,Vayne,Karma,Sett,Zac,Ahri,Caitlyn,Soraka,False,True
4247988113,platinum,Gangplank,Singed,Fizz,Vayne,Zilean,Sett,Shaco,Veigar,Kai'Sa,Yuumi,False,True
4247500108,platinum,Gangplank,Karthus,Qiyana,Zeri,Yuumi,Camille,Kindred,Annie,Jhin,Soraka,True,False
4247457019,platinum,Gangplank,Master Yi,Syndra,Miss Fortune,Blitzcrank,Quinn,Ekko,Kai'Sa,Sivir,Nami,True,False
4247434439,platinum,Gangplank,Hecarim,Ekko,Ezreal,Karma,Camille,Warwick,Vladimir,Jinx,Senna,False,True
4247400527,platinum,Jayce,Sejuani,Katarina,Xayah,Rakan,Gangplank,Vi,Yasuo,Ezreal,Janna,False,True
4246535206,platinum,Gangplank,Viego,Veigar,Samira,Leona,Aatrox,Lee Sin,Viktor,Ezreal,Nami,True,False
4246490747,platinum,Gangplank,Lee Sin,Malzahar,Ashe,Karma,Kled,Vi,Katarina,Twitch,Nautilus,True,False
4245551651,diamond,Garen,Nunu & Willump,Syndra,Kog'Maw,Karma,Ryze,Hecarim,Qiyana,Twitch,Taliyah,False,True
4245457086,platinum,Gangplank,Kha'Zix,Kayle,Veigar,Senna,Gwen,Zed,Twitch,Jinx,Nautilus,True,False
4245460696,platinum,,Nocturne,Akali,Kai'Sa,Leona,Irelia,Diana,Sett,Jinx,Morgana,True,False
4245368974,platinum,Gangplank,Talon,Zed,Veigar,Morgana,Quinn,Hecarim,Kai'Sa,Ezreal,Nautilus,False,True
4245353057,platinum,Camille,Viego,Yasuo,Kai'Sa,Nautilus,Gangplank,Mordekaiser,Veigar,Vayne,Karma,True,False
4245312820,platinum,Gnar,Shyvana,Viktor,Vayne,Blitzcrank,Gangplank,Hecarim,Karma,Jinx,Rell,False,True
4244601099,,Renekton,Tryndamere,Teemo,Xerath,Shaco,Gangplank,Hecarim,Zilean,Jinx,Karma,False,True
4244576352,platinum,Volibear,Lee Sin,Ahri,Twitch,Nami,Gangplank,Zed,Vex,Aphelios,Blitzcrank,False,True
4244478794,diamond,Malphite,Diana,Twisted Fate,Vayne,Seraphine,Gangplank,Volibear,Sylas,Kai'Sa,Nami,True,False
4244236321,platinum,Aatrox,Fiddlesticks,Veigar,Lucian,Thresh,Darius,Diana,Twisted Fate,Jinx,Nami,True,False
4243752504,platinum,Mordekaiser,Kha'Zix,Ahri,Vayne,Seraphine,Darius,Kayn,Malzahar,Jhin,Malphite,False,True
4243728462,platinum,Jax,Shaco,Twisted Fate,Zeri,Senna,Gangplank,Shyvana,Akshan,Ashe,Yuumi,True,False
4243715701,platinum,Gangplank,Kha'Zix,Viktor,Caitlyn,Zyra,Vayne,Hecarim,Veigar,Jinx,Thresh,True,False
4243671764,platinum,Yone,Hecarim,Veigar,Jinx,Janna,Gangplank,Diana,Kassadin,Twitch,Pyke,False,True
4243188993,platinum,Gangplank,Lee Sin,Ahri,Twitch,Karma,Akshan,Shaco,Katarina,Ezreal,Maokai,False,True
4243081249,platinum,Sion,Diana,Yasuo,Ziggs,Sona,Gangplank,Lillia,Zed,Zeri,Nami,True,False
4243034854,platinum,Kayle,Rengar,Wukong,Zeri,Xerath,Viktor,Viego,Urgot,Caitlyn,Brand,True,False
4242903125,platinum,Aatrox,Vi,Viktor,Twitch,Yuumi,Nasus,Rek'Sai,LeBlanc,Ezreal,Renata Glasc,False,True
4242838911,platinum,Yone,Sejuani,Akali,Zeri,Soraka,Aatrox,Lee Sin,Lux,Kai'Sa,Neeko,False,True
4242278471,platinum,Dr. Mundo,Shaco,Sejuani,Miss Fortune,Nautilus,Darius,Olaf,Kassadin,Ezreal,Janna,False,True
4242253610,platinum,Gangplank,Volibear,Twisted Fate,Jinx,Lulu,Sion,Hecarim,Zilean,Zeri,Seraphine,True,False
4241895903,platinum,Gangplank,Warwick,Ekko,Caitlyn,Blitzcrank,Garen,Graves,Veigar,Jinx,Lulu,False,True
4241900190,platinum,Graves,Diana,Zoe,Aphelios,Maokai,Gangplank,Amumu,Syndra,Jhin,Nami,False,True
4241847477,platinum,Shen,Evelynn,Qiyana,Caitlyn,Morgana,Gangplank,Hecarim,Karma,Ezreal,Thresh,True,False
4241804719,platinum,Akshan,Nocturne,Syndra,Kai'Sa,Pyke,Gangplank,Seraphine,Malzahar,Samira,,True,False
4241764841,platinum,Urgot,Viego,Akali,Vayne,Morgana,Mordekaiser,Hecarim,Katarina,Ezreal,Seraphine,False,True
4241760659,platinum,Urgot,Poppy,Ahri,Caitlyn,Leona,Gangplank,Elise,Akshan,Vayne,Lulu,False,True
4241590853,platinum,Sett,Amumu,LeBlanc,Zeri,Nami,Renekton,Lee Sin,Orianna,Samira,Morgana,True,False
4241510920,platinum,Swain,Jarvan IV,Sejuani,Twitch,Zilean,Gangplank,Kha'Zix,Ahri,Karthus,Soraka,False,True
4241466138,platinum,Yorick,Udyr,Diana,Tristana,Rakan,Jayce,Master Yi,Orianna,Jinx,Alistar,True,False
4241441432,,Darius,Trundle,Fizz,Zeri,Lulu,Graves,Lillia,Yasuo,Jinx,Gwen,True,False
4255477133,platinum,Aatrox,Master Yi,Vex,Jhin,Lulu,Camille,Amumu,Veigar,Xayah,Karma,False,True
4255472705,diamond,Riven,Sejuani,Yasuo,Jinx,Sona,Sett,Kindred,Kayle,Zeri,Zilean,True,False
4255418246,platinum,Irelia,Diana,Vladimir,Lucian,Nami,Kayn,Kindred,Ryze,Jinx,Lulu,False,True
4255411274,platinum,Garen,Graves,Ahri,Caitlyn,Nami,Kled,Lee Sin,Fizz,Jinx,Braum,True,False
4255376016,diamond,Camille,Gragas,Syndra,Zeri,Braum,Yone,Kindred,Ekko,Ezreal,Zilean,True,False
4255235773,platinum,Camille,Nunu & Willump,Cassiopeia,Jinx,Janna,Pantheon,Kindred,Lux,Miss Fortune,Zilean,False,True
4255242524,platinum,Camille,Kindred,Ekko,Zeri,Zilean,Teemo,Volibear,Vladimir,Ashe,Janna,True,False
4255101035,platinum,Shen,Viego,Xerath,Jinx,Karma,Aatrox,Kindred,Lissandra,Kai'Sa,Soraka,False,True
4255069042,,Aatrox,Kindred,Ahri,Lucian,Pyke,Yone,Graves,Zilean,,Alistar,True,False
4255047892,platinum,Darius,Hecarim,Viktor,Ezreal,Yuumi,Singed,Master Yi,Qiyana,Seraphine,Sona,True,False
4255072894,platinum,Garen,Master Yi,Veigar,Zeri,Nami,Wukong,Lee Sin,Vladimir,Twitch,Zac,False,True
4254997714,diamond,Camille,Master Yi,LeBlanc,Ashe,Thresh,Rengar,Vi,Xerath,Kai'Sa,Karma,True,False
4254975320,platinum,Swain,Master Yi,Akali,Miss Fortune,Soraka,Viktor,Shyvana,Diana,Jinx,Lulu,True,False
4254949325,platinum,Yone,Shaco,Ahri,Jhin,Rell,Vi,Master Yi,Vex,Miss Fortune,Renata Glasc,False,True
4254943156,platinum,Jax,Zac,Malzahar,Ezreal,Sona,Aatrox,Master Yi,Ryze,Jhin,Thresh,True,False
4254733996,platinum,Darius,Diana,Orianna,Tristana,Leona,Volibear,Master Yi,Katarina,Ezreal,Nautilus,False,True
4254677386,platinum,Singed,Master Yi,Anivia,Jinx,Soraka,Riven,Kha'Zix,Vladimir,Kog'Maw,Lulu,False,True
4254652627,diamond,Tryndamere,Master Yi,Annie,Jhin,Thresh,Jax,Evelynn,Rumble,Jinx,Janna,False,True
4254535912,platinum,Gnar,Evelynn,Yasuo,Ashe,Karma,Malphite,Lee Sin,Zed,Ezreal,Sona,True,False
4254550532,platinum,Sett,Amumu,Katarina,Vayne,Leona,Gangplank,Lee Sin,Orianna,Samira,Pyke,False,True
4254408684,platinum,Yorick,Volibear,Lucian,Zeri,Braum,Garen,Master Yi,Rakan,Veigar,Alistar,False,True
4254385698,platinum,Mordekaiser,Lee Sin,Jayce,Caitlyn,Renata Glasc,Gangplank,Graves,Orianna,Yasuo,Lulu,True,False
4253945199,platinum,Soraka,Kindred,Viktor,Jhin,Janna,Garen,Nunu & Willump,Kassadin,Kai'Sa,Pyke,True,False
4253960630,platinum,Gnar,Graves,Ekko,Ashe,Lulu,Sejuani,Kindred,Katarina,Tristana,Zilean,False,True
4253857725,platinum,Yorick,Talon,Veigar,Lucian,Nami,Fiora,Kindred,Vex,Caitlyn,Thresh,True,False
4253893573,gold,Ornn,Vi,Qiyana,Neeko,Nautilus,Illaoi,Kindred,Viktor,Ezreal,Janna,False,True
4253838677,platinum,Garen,Kindred,Kayle,Jinx,Karma,Trundle,Graves,Veigar,Caitlyn,Senna,True,False
4253824010,platinum,Trundle,Lee Sin,Lucian,Twitch,Pyke,Sett,Graves,Karma,Jinx,Yuumi,True,False
4253781089,platinum,Urgot,Elise,Lee Sin,Ashe,Lulu,Garen,Diana,Lissandra,Kai'Sa,Sett,False,True
4253744166,platinum,Wukong,Diana,Irelia,Jhin,Yuumi,Teemo,Shaco,Tryndamere,Jinx,Soraka,False,True
4253687384,platinum,Sylas,Sejuani,Talon,Tristana,Blitzcrank,Karma,Master Yi,Qiyana,Ezreal,Taric,True,False
4253662473,platinum,Karma,Master Yi,Ahri,Kai'Sa,Nautilus,Garen,Kha'Zix,Yone,Caitlyn,Thresh,True,False
4253614473,platinum,Rumble,Master Yi,Veigar,Samira,Nautilus,Karma,Graves,Ahri,Teemo,Leona,True,False
4253568464,platinum,Karma,Diana,Yasuo,Miss Fortune,Thresh,Nidalee,Zac,Cassiopeia,Swain,Rell,True,False
4253553096,platinum,Fiora,Udyr,Ryze,Ezreal,Rakan,Gwen,Master Yi,Viktor,Senna,Lulu,False,True
4253486941,platinum,Nasus,Master Yi,Ahri,Varus,Lulu,Cho'Gath,Lee Sin,Zed,Twisted Fate,Janna,False,True
4253501499,platinum,Yorick,Graves,Veigar,Caitlyn,Senna,Shen,Master Yi,Galio,Karthus,Brand,True,False
4253475365,diamond,Garen,Graves,Akali,Zeri,Yuumi,Kayle,Volibear,Zed,Jinx,Renata Glasc,False,True
4253359349,diamond,Ornn,Shyvana,Yasuo,Jinx,Lux,Gangplank,Kindred,Akali,Lucian,Lulu,False,True
4253337935,platinum,Jayce,Graves,Yasuo,Draven,Orianna,Fiora,Xin Zhao,Ekko,Kai'Sa,Lux,False,True
4253159400,,Fiora,Kha'Zix,Ekko,Vayne,Renata Glasc,Warwick,Graves,Ahri,Xayah,Morgana,False,True
4253137632,platinum,Jayce,Kindred,Katarina,Lucian,Nami,Sylas,Lee Sin,Ahri,Samira,Karma,False,True
4253155003,,Jayce,Kindred,Katarina,Vayne,Pyke,Nasus,Warwick,Anivia,Caitlyn,Karma,False,True
4253131390,platinum,Camille,Graves,Vladimir,Kai'Sa,Leona,Sion,Viego,Xerath,Samira,Nami,True,False
4253076795,platinum,Riven,Nunu & Willump,Lissandra,Veigar,Sona,Akali,Graves,Yasuo,Varus,Senna,True,False
4252753484,platinum,Tryndamere,Kindred,Lissandra,Draven,Thresh,Aatrox,Zed,Veigar,Tristana,Pyke,True,False
4252689200,platinum,Tryndamere,Nocturne,Corki,Sivir,Yuumi,Trundle,Xin Zhao,Lissandra,Lucian,Nautilus,False,True
4252664570,platinum,Mordekaiser,Diana,Malphite,Lucian,Nami,Aatrox,Senna,Nocturne,Rengar,,True,False
4252629703,diamond,Irelia,Graves,Vex,Kai'Sa,Braum,Lucian,Lee Sin,Corki,Jinx,Twitch,True,False
4252596080,platinum,Darius,Kayn,Zilean,Twitch,Nami,Volibear,Graves,Anivia,Zeri,Lulu,False,True
4252570765,platinum,Malphite,Volibear,Viktor,Sivir,Yuumi,Tryndamere,Graves,Ryze,Aphelios,Teemo,True,False
4252513868,platinum,Gwen,Poppy,Yasuo,Lucian,Nami,Renekton,Lillia,Sylas,Zeri,Karma,False,True
4252463232,platinum,Riven,Kindred,Ryze,Draven,Rell,Garen,Volibear,Twisted Fate,Miss Fortune,Nami,False,True
4252428585,platinum,Urgot,Graves,Ekko,Xayah,LeBlanc,Malphite,Kha'Zix,Vex,Caitlyn,Morgana,False,True
4252425224,platinum,Camille,Lee Sin,Sylas,Zeri,Karma,Fiora,Amumu,Talon,Draven,Lux,False,True
4252431955,platinum,Kayle,Shyvana,Viktor,Jhin,Nautilus,Aatrox,Graves,Katarina,Ashe,Janna,True,False
4252249171,platinum,Darius,Zac,Ahri,Lucian,Janna,Malphite,Kindred,Talon,Samira,Leona,False,True
4252255962,,Yorick,Master Yi,Fizz,Jhin,Sona,Tahm Kench,Graves,Ahri,Samira,Leona,True,False
4252243976,,Yorick,Hecarim,Vladimir,Jhin,Sona,Camille,Master Yi,Talon,Kai'Sa,Renata Glasc,True,False
4252216520,,Ornn,Talon,Sylas,Ezreal,,Gangplank,Viego,Corki,Jinx,Soraka,False,True
4252173908,platinum,Darius,Kindred,Kayle,Xayah,Rakan,Sett,Graves,Annie,Draven,Janna,False,True
4251965023,platinum,Irelia,Warwick,Ahri,Jinx,Karma,Gwen,Graves,Qiyana,Vayne,Yuumi,False,True
4251886739,platinum,Akali,Viego,Sylas,Kai'Sa,Seraphine,Darius,Graves,Ahri,Kog'Maw,Janna,False,True
4251776814,platinum,Malphite,Graves,Kassadin,Lucian,Nami,Sion,Lee Sin,Veigar,Annie,Senna,True,False
